energy,valence,tempo,danceability,acousticness,instrumentalness,track_name,track_artist,mood
0.729,0.427,98.022,0.629,0.431,7.75e-05,Geçiyor Zaman,Semicenk,Energetic
0.656,0.556,120.001,0.685,0.702,0.0,Kader Sağ Olsun,Semicenk,Happy
0.606,0.883,95.056,0.831,0.684,1.04e-06,Küle Dönmüşsün,"Semicenk, Doğu Swag",Happy
0.914,0.839,108.02,0.726,0.0758,0.0,Önümüz Yaz,Simge,Happy
0.724,0.587,78.753,0.536,0.748,0.0,Kafamın İçi,"Ebru Yaşar, Siyam, Zeyd",Happy
0.622,0.567,204.028,0.406,0.497,1.35e-05,Lan,Zeynep Bastık,Happy
0.538,0.177,141.894,0.52,0.367,0.00187,Self Care,Mac Miller,Energetic
0.586,0.954,130.012,0.891,0.0833,0.0,"I'm Good Luv, Enjoy.",Aaron May,Happy
0.722,0.57,119.973,0.769,0.0584,2.56e-06,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",Happy
0.84,0.792,95.416,0.856,0.0973,0.0,Doomsday,"MF DOOM, Pebbles The Invisible Girl",Happy
0.818,0.361,97.571,0.373,0.36,0.0,"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator, Teezo Touchdown",Energetic
0.803,0.553,67.536,0.284,0.302,0.0,Jukebox Joints (feat. Joe Fox & Kanye West),"A$AP Rocky, Joe Fox, Kanye West",Happy
0.86,0.834,76.54,0.575,0.298,0.0,A Cold Sunday,Lil Yachty,Happy
0.579,0.577,84.143,0.562,0.274,0.0,infinity (888) - feat. Joey Bada$$,"XXXTENTACION, Joey Bada$$",Happy
0.621,0.28,119.043,0.455,0.651,2.59e-06,MY EYES,Travis Scott,Energetic
0.76,0.206,80.082,0.435,0.0175,0.0,Devil In A New Dress,"Kanye West, Rick Ross",Energetic
0.638,0.435,82.81,0.677,0.589,0.0,Love Yourz,J. Cole,Energetic
0.498,0.127,81.958,0.665,0.23,0.0,Go Flex,Post Malone,Sad
0.441,0.925,135.028,0.942,0.493,0.0,Champagne Shots,Sainté,Neutral
0.421,0.457,95.977,0.852,0.428,2.28e-06,Rich Spirit,Kendrick Lamar,Sad
0.652,0.104,141.981,0.47,0.0831,4.08e-05,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",Energetic
0.574,0.273,120.013,0.669,0.0175,0.00294,Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",Energetic
0.638,0.608,94.893,0.809,0.262,0.0,Righteous Minds,Joey Bada$$,Happy
0.57,0.689,129.953,0.734,0.847,2.14e-05,Everybody Dies In Their Nightmares,XXXTENTACION,Happy
0.744,0.794,82.356,0.798,0.33,0.000106,It Was A Good Day,Ice Cube,Happy
0.653,0.852,142.347,0.493,0.269,0.0,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",Happy
0.435,0.19,120.058,0.843,0.47,0.0,Weekend (feat. Miguel),"Mac Miller, Miguel",Sad
0.636,0.274,145.972,0.837,0.0395,0.00125,a lot,21 Savage,Energetic
0.628,0.43,90.482,0.639,0.0381,0.0,Flashing Lights,"Kanye West, Dwele",Energetic
0.354,0.583,160.037,0.741,0.181,0.00577,Redbone,Childish Gambino,Neutral
0.463,0.364,111.98,0.809,0.256,0.085,Passionfruit,Drake,Sad
0.604,0.691,49.305,0.583,0.735,0.0,Ocean Prime (feat. Boldy James),"The Alchemist, Boldy James",Happy
0.646,0.638,176.153,0.599,0.222,4.36e-06,Show Me,Joey Bada$$,Happy
0.251,0.18,139.999,0.746,0.782,0.00203,Revenge,XXXTENTACION,Sad
0.734,0.608,97.044,0.918,0.0296,8.01e-06,ATLiens,Outkast,Happy
0.63,0.717,95.0,0.874,0.0578,0.00479,Do For Love,2Pac,Happy
0.506,0.593,115.994,0.848,0.376,0.0,Embarrassed (feat. Travis Scott),"Don Toliver, Travis Scott",Happy
0.747,0.918,86.918,0.67,0.337,0.0,Homecoming,"Kanye West, Chris Martin",Happy
0.678,0.259,117.067,0.595,0.0199,0.00389,Break from Toronto,PARTYNEXTDOOR,Energetic
0.52,0.601,92.869,0.747,0.0977,0.0537,You Know How We Do It,Ice Cube,Happy
0.533,0.329,131.036,0.797,0.0172,0.000152,Fuck Love,"XXXTENTACION, Trippie Redd",Energetic
0.731,0.632,174.516,0.552,0.0536,0.0,DUCKWORTH.,Kendrick Lamar,Happy
0.559,0.62,78.558,0.558,0.371,7.49e-06,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Happy
0.631,0.515,84.166,0.48,0.0791,0.000105,Good Morning,Kanye West,Happy
0.283,0.469,138.97,0.898,0.319,0.000383,Neighbors,J. Cole,Sad
0.283,0.144,97.04,0.766,0.111,0.0172,Teenage Fever,Drake,Sad
0.648,0.746,93.2,0.737,0.252,6.92e-06,Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",Happy
0.634,0.645,101.837,0.502,0.677,0.0341,MMS,"Asake, Wizkid",Happy
0.385,0.294,106.312,0.619,0.129,0.00369,Awolowo,Fido,Sad
0.651,0.567,67.813,0.49,0.714,7.59e-06,Dealer,"Ayo Maff, Fireboy DML",Happy
0.415,0.488,113.976,0.823,0.471,0.0316,Holy Ghost,Omah Lay,Sad
0.801,0.914,104.986,0.778,0.692,0.000155,Lonely At The Top,Asake,Happy
0.681,0.706,139.057,0.918,0.263,0.0,Sprinter,"Dave, Central Cee",Happy
0.756,0.647,105.024,0.719,0.0541,0.0,"Soweto (with Don Toliver, Rema & Tempoe)","Victony, Rema, Tempoe, Don Toliver",Happy
0.503,0.381,99.97,0.792,0.0369,0.00057,Rush,Ayra Starr,Energetic
0.463,0.416,125.15,0.562,0.442,0.000145,Free Mind,Tems,Sad
0.707,0.602,104.027,0.849,0.0266,8.58e-06,Essence (feat. Tems),"Wizkid, Tems",Happy
0.501,0.431,103.993,0.637,0.229,5.91e-05,In My Bed,"Rotimi, Wale",Energetic
0.496,0.55,109.979,0.812,0.271,0.0,Location (feat. Burna Boy),"Dave, Burna Boy",Neutral
0.581,0.528,102.964,0.609,0.509,0.0,Higher,Tems,Happy
0.642,0.339,83.389,0.463,0.314,0.0,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",Energetic
0.655,0.793,92.9,0.649,0.307,0.0,KU LO SA - A COLORS SHOW,Oxlade,Happy
0.549,0.78,123.879,0.613,0.097,0.0,Replay,Tems,Happy
0.529,0.44,112.014,0.782,0.509,1.42e-06,Are you there?,Ayo Maff,Energetic
0.00161,0.155,140.997,0.138,0.977,0.971,Touches,Somnum Magnam,Sad
0.277,0.121,159.719,0.329,0.971,0.024,Rosyln,"Bon Iver, St. Vincent",Sad
0.04,0.249,135.965,0.44,0.981,0.465,Lights Are On,Tom Rosenthal,Sad
0.664,0.437,129.071,0.575,0.637,0.0,Take Me To Church,Hozier,Energetic
0.581,0.551,130.033,0.613,0.537,0.000345,cardigan,Taylor Swift,Happy
0.416,0.151,113.986,0.324,0.262,3.69e-05,Young And Beautiful,Lana Del Rey,Sad
0.363,0.259,121.412,0.531,0.749,0.0,Work Song,Hozier,Sad
0.394,0.399,96.192,0.421,0.863,4.74e-06,Nothing's New,Rio Romeo,Sad
0.308,0.121,113.95,0.504,0.868,0.135,My Love Mine All Mine,Mitski,Sad
0.422,0.455,144.678,0.718,0.0764,0.0,idfc,blackbear,Sad
0.449,0.179,123.969,0.327,0.369,0.00444,As the World Caves In,Matt Maltese,Sad
0.135,0.21,82.987,0.387,0.929,0.0,The 30th,Billie Eilish,Sad
0.179,0.145,140.01,0.539,0.921,0.393,Like Real People Do,Hozier,Sad
0.119,0.156,70.499,0.467,0.969,1.4e-06,Happiness is a butterfly,Lana Del Rey,Sad
0.0561,0.082,79.764,0.319,0.935,0.00384,listen before i go,Billie Eilish,Sad
0.343,0.152,145.115,0.474,0.578,2.65e-05,Astronomy,Conan Gray,Sad
0.156,0.201,94.08,0.671,0.804,0.0518,From the Dining Table,Harry Styles,Sad
0.128,0.367,159.679,0.599,0.974,0.121,Getting Older,Billie Eilish,Sad
0.129,0.203,137.35,0.483,0.947,0.145,rises the moon,Liana Flores,Sad
0.322,0.261,148.005,0.516,0.473,0.00194,ceilings,Lizzy McAlpine,Sad
0.268,0.165,102.617,0.371,0.748,0.0517,Sparks,Coldplay,Sad
0.338,0.1,133.943,0.408,0.521,0.000639,In My Room,Chance Peña,Sad
0.289,0.12,129.753,0.531,0.339,0.000358,Waiting Room,Phoebe Bridgers,Sad
0.276,0.429,201.025,0.334,0.877,0.000249,Chemtrails Over The Country Club,Lana Del Rey,Sad
0.304,0.065,78.997,0.538,0.613,0.000631,How to disappear,Lana Del Rey,Sad
0.377,0.446,101.96,0.606,0.817,0.0,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),"Taylor Swift, Phoebe Bridgers",Sad
0.31,0.151,137.474,0.509,0.959,0.229,State Lines,Novo Amor,Sad
0.225,0.221,104.007,0.554,0.892,0.0321,Where's My Love - Acoustic,SYML,Sad
0.425,0.27,102.078,0.357,0.584,0.0,Heather,Conan Gray,Sad
0.468,0.18,94.434,0.369,0.0205,0.566,Apocalypse,Cigarettes After Sex,Sad
0.407,0.126,117.053,0.457,0.805,0.884,Anchor,Novo Amor,Sad
0.664,0.0949,107.747,0.404,0.542,0.00402,Brooklyn Baby,Lana Del Rey,Energetic
0.526,0.502,130.694,0.521,0.243,0.00537,Would That I,Hozier,Happy
0.367,0.426,77.968,0.395,0.815,0.0,lacy,Olivia Rodrigo,Sad
0.347,0.199,141.332,0.409,0.834,4.55e-06,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,Sad
0.483,0.176,144.99,0.617,0.702,0.000216,Feels Like,Gracie Abrams,Sad
0.199,0.201,165.476,0.48,0.931,0.0563,Black Friday,Tom Odell,Sad
0.288,0.308,110.927,0.687,0.863,0.0,Male Fantasy,Billie Eilish,Sad
0.11,0.234,81.876,0.415,0.951,0.00236,Cherry Wine - Live,Hozier,Sad
0.0972,0.289,86.686,0.443,0.952,0.0102,We'll Never Have Sex,Leith Ross,Sad
0.245,0.192,103.777,0.34,0.969,0.0992,Margaret (feat. Bleachers),"Lana Del Rey, Bleachers",Sad
0.348,0.32,110.019,0.631,0.926,8.87e-05,Miserable Man,David Kushner,Sad
0.159,0.0381,72.38,0.403,0.961,0.0121,Halley's Comet,Billie Eilish,Sad
0.529,0.203,161.989,0.671,0.0769,0.000335,All Girls Are The Same,Juice WRLD,Energetic
0.663,0.381,184.057,0.672,0.112,0.0,Chill Bae,Lil Uzi Vert,Energetic
0.561,0.186,148.775,0.686,0.185,0.0,Did It Again,Lil Tecca,Energetic
0.819,0.682,94.011,0.565,0.232,0.0,Wish (feat. Trippie Redd) - Trippie Mix,"Diplo, Trippie Redd",Happy
0.767,0.519,160.084,0.718,0.138,0.0,Lust,Lil Skies,Happy
0.653,0.163,150.097,0.547,0.456,0.0,Goodbyes (feat. Young Thug),"Post Malone, Young Thug",Energetic
0.534,0.116,93.924,0.832,0.345,0.0,Martin & Gina,Polo G,Energetic
0.662,0.39,112.509,0.897,0.0852,0.0,Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",Energetic
0.515,0.321,120.1,0.567,0.354,0.0,F.N,Lil Tjay,Energetic
0.651,0.237,163.935,0.665,0.0414,0.0,Lean Wit Me,Juice WRLD,Energetic
0.55,0.154,124.13,0.629,0.152,0.0,Conceited,Lil Uzi Vert,Energetic
0.671,0.45,179.987,0.684,0.0119,0.0,Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD",Energetic
0.8,0.272,139.918,0.498,0.0903,0.0,Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",Energetic
0.54,0.543,143.968,0.634,0.0223,0.0,witchblades,"Lil Peep, Lil Tracy",Happy
0.545,0.244,97.008,0.809,0.392,0.0,Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",Energetic
0.369,0.235,140.004,0.735,0.334,0.0,Suicidal,YNW Melly,Sad
0.662,0.439,150.047,0.709,0.00966,0.0,Flaws And Sins,Juice WRLD,Energetic
0.75,0.401,155.096,0.732,0.00264,0.0,XO Tour Llif3,Lil Uzi Vert,Energetic
0.588,0.471,114.929,0.712,0.112,0.0,Down With Me,Lil Tecca,Energetic
0.538,0.389,99.952,0.829,0.137,1.88e-06,Wow.,Post Malone,Energetic
0.507,0.506,130.007,0.872,0.195,0.0,HIM ALL ALONG,Gunna,Happy
0.631,0.142,105.989,0.648,0.38,0.0,Maria I'm Drunk (feat. Justin Bieber & Young Thug),"Travis Scott, Justin Bieber, Young Thug",Energetic
0.646,0.961,127.978,0.946,0.219,0.0,Still Think About You,A Boogie Wit da Hoodie,Happy
0.814,0.535,144.991,0.625,0.0172,0.0,Come & Go (with Marshmello),"Juice WRLD, Marshmello",Happy
0.779,0.53,123.013,0.724,0.098,0.0,500lbs,Lil Tecca,Happy
0.763,0.551,120.042,0.695,0.189,0.00242,Circles,Post Malone,Happy
0.782,0.57,94.03,0.701,0.0918,2.31e-06,16,Baby Keem,Happy
0.88,0.392,169.949,0.49,0.00154,0.0,Chemical,Post Malone,Energetic
0.551,0.65,113.535,0.748,0.243,1.57e-06,I Just Called To Say I Love You,Stevie Wonder,Happy
0.526,0.202,124.709,0.558,0.431,0.0,Stay With Me,"CHANYEOL, Punch",Energetic
0.614,0.345,136.628,0.553,0.764,0.0,Nothing's Gonna Change My Love for You,George Benson,Energetic
0.506,0.217,133.403,0.469,0.587,0.0,Sudden Shower,ECLIPSE,Energetic
0.384,0.181,139.009,0.437,0.699,2.33e-05,Christmas Tree,V,Sad
0.557,0.482,114.019,0.815,0.109,0.0,Boyfriend,YEONJUN,Energetic
0.326,0.214,134.049,0.46,0.763,0.0,Love You With All My Heart,Crush,Sad
0.76,0.495,130.096,0.512,0.299,0.0,Stay Alive (Prod. SUGA of BTS),Jung Kook,Energetic
0.645,0.434,85.046,0.714,0.229,0.00083,Me Fui de Vacaciones,Bad Bunny,Energetic
0.321,0.416,110.827,0.68,0.791,4.67e-06,Chachachá,Jósean Log,Sad
0.499,0.798,93.99,0.796,0.392,0.0,Nunca Es Suficiente,"Los Ángeles Azules, Natalia Lafourcade",Neutral
0.588,0.879,79.989,0.675,0.789,0.0,Muerte En Hawaii,Calle 13,Happy
0.533,0.349,130.02,0.645,0.644,7.08e-06,Harpy Hare,Yaelokre,Energetic
0.615,0.918,84.07,0.775,0.304,0.0,Russian Bandana,Dhanda Nyoliwala,Happy
0.798,0.48,86.638,0.509,0.00625,0.0,Sifar Safar,Karan Aujla,Energetic
0.606,0.38,175.917,0.656,0.335,0.0,Knife Brows,Dhanda Nyoliwala,Energetic
0.702,0.674,180.219,0.711,0.00487,0.0163,Baller,"Shubh, Ikky",Happy
0.78,0.448,171.285,0.461,0.128,0.0,Winning Speech,"Karan Aujla, Mxrci",Energetic
0.431,0.246,94.0,0.881,0.182,0.0018,Still Rollin,Shubh,Sad
0.455,0.352,99.958,0.796,0.637,3.59e-06,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",Sad
0.362,0.633,115.974,0.967,0.514,0.00637,Dior,Shubh,Neutral
0.627,0.356,89.998,0.742,0.262,1.23e-05,Cheques,Shubh,Energetic
0.572,0.644,88.041,0.742,0.391,0.00428,MVP,Shubh,Happy
0.684,0.483,100.042,0.769,0.0977,0.0,8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",Energetic
0.566,0.68,85.953,0.794,0.301,0.000168,King Shit,Shubh,Happy
0.512,0.881,144.926,0.848,0.284,0.00645,One Love,Shubh,Happy
0.75,0.662,139.979,0.831,0.0188,0.0,On Top,Karan Aujla,Happy
0.733,0.183,92.969,0.864,0.144,0.000175,Old Money,AP Dhillon,Energetic
0.356,0.569,83.679,0.708,0.437,6.54e-05,Tu hai kahan,AUR,Neutral
0.718,0.91,89.906,0.716,0.0452,0.0,Bandana,Shubh,Happy
0.745,0.262,180.098,0.464,0.0235,0.0,Big Dawgs,"Hanumankind, Kalmi",Energetic
0.661,0.753,76.71,0.836,0.0208,0.0,Welcome To Jamrock,Damian Marley,Happy
0.782,0.655,119.992,0.727,0.0563,0.336,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Happy
0.787,0.31,119.996,0.704,0.00926,0.00538,I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",Energetic
0.577,0.206,119.986,0.795,0.00263,0.147,Yamore,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",Energetic
0.872,0.136,122.028,0.43,0.118,0.879,My Love (2024),"Alex Wann, Route 94, Jess Glynne",Energetic
0.946,0.229,120.036,0.542,0.0312,0.632,Forever (feat. Malou & Yuna),"HUGEL, Diplo, Malou, Yuna",Energetic
0.797,0.0356,122.011,0.702,0.583,0.495,You & Me - Rivo Remix,"Disclosure, Eliza Doolittle, Rivo",Energetic
0.723,0.579,123.993,0.787,0.0509,0.00447,Beso (Fruta Fresca),"Wakyin, Carlos Vives",Happy
0.879,0.362,123.004,0.741,0.0841,0.0433,The Boy Is Mine,"James Mac, Vall, Rosalie",Energetic
0.57,0.487,121.843,0.655,0.527,0.43,Sideways,"Gordo, Drake",Energetic
0.637,0.0509,120.033,0.847,0.201,0.201,Mwaki,"Zerb, Sofiya Nzau",Energetic
0.83,0.465,120.97,0.808,0.00575,0.809,Famax - Edit,RAFFA GUIDO,Energetic
0.0516,0.199,87.587,0.27,0.986,0.953,Waltz,Fabrizio Paterlini,Sad
0.0582,0.0454,132.614,0.191,0.961,0.89,Nuvole Bianche,Ludovico Einaudi,Sad
0.146,0.416,172.13,0.265,0.985,0.893,Idea 1,Gibran Alcocer,Sad
0.0559,0.278,95.217,0.396,0.987,0.935,Oceans Apart,Ben Crosland,Sad
0.138,0.325,128.563,0.34,0.984,0.846,Idea 9,Gibran Alcocer,Sad
0.0968,0.0395,62.881,0.286,0.178,0.696,Time,Hans Zimmer,Sad
0.874,0.361,91.038,0.532,0.00842,0.012,Nightcall,Kavinsky,Energetic
0.149,0.112,82.019,0.485,0.886,0.917,stellar,".diedlonely, énouement",Sad
0.0823,0.0381,67.238,0.252,0.951,0.928,memories,leadwave,Sad
0.855,0.601,117.987,0.534,0.00043,0.893,Iris,Pastel Ghost,Happy
0.641,0.089,141.931,0.529,0.0711,0.76,I'm God,"Clams Casino, Imogen Heap",Energetic
0.754,0.457,170.084,0.564,0.0424,0.84,Resonance,Home,Energetic
0.715,0.858,113.861,0.552,0.0286,0.702,A Bird's Last Look,Macabre Plaza,Happy
0.687,0.12,106.896,0.605,0.479,0.949,Veridis Quo,Daft Punk,Energetic
0.91,0.137,130.032,0.528,0.346,0.764,Dark Beach,Pastel Ghost,Energetic
0.573,0.972,140.04,0.911,0.38,0.0,Doja,Central Cee,Happy
0.413,0.481,146.05,0.747,0.848,0.0,LET GO,Central Cee,Sad
0.332,0.423,141.849,0.885,0.0185,0.0,2MS,Nemzzz,Sad
0.674,0.726,140.065,0.922,0.323,3.07e-06,UK Rap,"Dave, Central Cee",Happy
0.731,0.446,149.987,0.583,0.0107,0.0136,Eres,Café Tacvba,Energetic
0.731,0.973,97.007,0.751,0.0838,0.0,La Camisa Negra,Juanes,Happy
0.84,0.94,97.027,0.673,0.0683,0.0,A Dios Le Pido,Juanes,Happy
0.758,0.858,129.944,0.696,0.172,3.09e-05,Es Por Ti,Juanes,Happy
0.447,0.523,121.989,0.657,0.478,0.00105,Luz De Dia,Los Enanitos Verdes,Neutral
0.777,0.667,123.003,0.649,0.00738,3.43e-05,Inolvidable,Reik,Happy
0.592,0.31,170.391,0.332,0.0824,0.0,Mientes,Camila,Energetic
0.523,0.363,173.85,0.452,0.563,0.0,Todo Cambió,Camila,Energetic
0.715,0.638,84.098,0.487,0.294,0.0,Fotografía,"Juanes, Nelly Furtado",Happy
0.659,0.532,106.196,0.648,0.115,0.000307,Te Lo Pido por Favor,Jaguares,Happy
0.85,0.348,125.796,0.374,0.0904,0.0,Maldito duende,Heroes Del Silencio,Energetic
0.643,0.387,76.979,0.601,0.155,0.0,Nada Valgo Sin Tu Amor,Juanes,Energetic
0.479,0.279,123.217,0.425,0.44,0.000109,La Célula Que Explota,Caifanes,Sad
0.553,0.699,126.043,0.487,0.209,2.81e-05,Afuera,Caifanes,Happy
0.358,0.742,145.751,0.715,0.743,0.0133,Agua,Jarabe De Palo,Neutral
0.759,0.917,124.725,0.791,0.0823,4.44e-05,Como te extraño mi amor,Café Tacvba,Happy
0.936,0.39,172.547,0.594,0.0224,0.000351,Devuélveme a mi chica,Hombres G,Energetic
0.735,0.68,123.57,0.714,0.176,0.000622,Lamento Boliviano,Los Enanitos Verdes,Happy
0.631,0.909,112.481,0.781,0.0533,0.00285,Te quiero,Hombres G,Happy
0.854,0.564,148.003,0.634,0.00737,2.49e-06,Clavado en Un Bar,Maná,Happy
0.879,0.936,133.946,0.742,0.0696,7.17e-06,Chammak Challo,"Akon, Hamsika Iyer",Happy
0.824,0.49,172.006,0.77,0.485,0.0,Proper Patola,"Badshah, Diljit Dosanjh, Aastha Gill",Energetic
0.809,0.253,116.015,0.732,0.0266,0.0,Papaoutai,Stromae,Energetic
0.797,0.541,97.988,0.811,0.0617,0.0,Djadja,Aya Nakamura,Happy
0.807,0.741,155.397,0.525,0.251,0.0,Je veux,Zaz,Happy
0.593,0.72,119.958,0.79,0.0983,0.00202,Alors on danse - Radio Edit,Stromae,Happy
0.831,0.721,132.029,0.798,0.697,5.87e-05,Casanova,"Soolking, Gazo",Happy
0.913,0.838,123.58,0.606,0.246,0.00696,Voyage voyage,Desireless,Happy
0.449,0.327,114.924,0.669,0.184,0.0,Dernière danse,Indila,Sad
0.255,0.331,95.978,0.375,0.815,0.0,Love Story,Indila,Sad
0.629,0.498,70.568,0.513,0.0986,0.0,Formidable,Stromae,Energetic
0.583,0.97,126.036,0.793,0.106,1.07e-05,Petit génie,"Jungeli, Imen Es, Alonzo, Abou Debeing, Lossa",Happy
0.681,0.434,101.005,0.798,0.219,0.00197,Seya,"SativaMusic, Morad, GIMS",Energetic
0.638,0.646,109.96,0.701,0.223,0.00219,Tous les mêmes,Stromae,Happy
0.852,0.601,119.892,0.779,0.235,0.0,Est-ce que tu m'aimes ? - Pilule bleue,GIMS,Happy
0.717,0.601,117.952,0.753,0.151,0.00258,Solitaire,Werenoi,Happy
0.627,0.909,118.093,0.788,0.693,0.0,Imagine,Carbonne,Happy
0.708,0.308,130.081,0.872,0.336,0.0,MANON B,"Tiakola, Ryflo, Oskoow",Energetic
0.569,0.525,115.03,0.772,0.235,0.0,PONA NINI,"Tiakola, Genezio, Prototype",Happy
0.709,0.309,130.081,0.872,0.336,0.0,MANON B,"Tiakola, Ryflo, Oskoow",Energetic
0.533,0.738,102.025,0.863,0.291,0.00126,Tieduprightnow,Parcels,Happy
0.873,0.873,97.96,0.621,0.0406,9.1e-06,Borderline,Tame Impala,Happy
0.924,0.611,168.017,0.598,0.0205,0.799,Oysters In My Pocket,Royel Otis,Happy
0.664,0.661,118.018,0.731,0.00307,0.35,Is It True,Tame Impala,Happy
0.655,0.793,92.9,0.649,0.307,0.0,KU LO SA - A COLORS SHOW,Oxlade,Happy
0.781,0.824,107.007,0.811,0.376,0.001,Calm Down,Rema,Happy
0.503,0.381,99.97,0.792,0.0369,0.00057,Rush,Ayra Starr,Energetic
0.501,0.431,103.993,0.637,0.229,5.91e-05,In My Bed,"Rotimi, Wale",Energetic
0.485,0.689,100.053,0.843,0.181,0.0675,Fountains (with Tems),"Drake, Tems",Neutral
0.549,0.78,123.879,0.613,0.097,0.0,Replay,Tems,Happy
0.649,0.229,113.009,0.788,0.253,0.0136,UNAVAILABLE (feat. Musa Keys),"Davido, Musa Keys",Energetic
0.422,0.693,124.357,0.573,0.551,1.31e-05,People,Libianca,Neutral
0.725,0.53,105.016,0.711,0.424,0.129,soso,Omah Lay,Happy
0.809,0.606,99.005,0.724,0.182,0.0,KANTE (feat. Fave),"Davido, FAVE",Happy
0.642,0.339,83.389,0.463,0.314,0.0,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",Energetic
0.89,0.421,126.881,0.645,0.259,9.38e-06,Barcelona,"Alan Walker, Ina Wroldsen",Energetic
0.746,0.432,132.31,0.636,0.0648,0.29,Fortunate Son,Creedence Clearwater Revival,Energetic
0.835,0.795,129.981,0.572,0.171,0.000377,Jump - 2015 Remaster,Van Halen,Happy
0.804,0.658,111.457,0.591,0.327,5.98e-06,Edge of Seventeen - 2016 Remaster,Stevie Nicks,Happy
0.104,0.394,76.474,0.443,0.913,0.0,Dream A Little Dream Of Me - Single Version,"Ella Fitzgerald, Louis Armstrong",Sad
0.472,0.475,80.487,0.685,0.785,0.284,Coffee Cold,Galt MacDermot,Sad
0.365,0.45,119.347,0.67,0.525,0.0,Fly Me To The Moon,"Frank Sinatra, Count Basie",Sad
0.264,0.657,122.482,0.663,0.706,0.0,Cheek To Cheek,"Ella Fitzgerald, Louis Armstrong",Neutral
0.222,0.645,156.364,0.525,0.836,0.0799,Stompin At The Savoy,Benny Goodman,Neutral
0.0619,0.197,60.705,0.336,0.985,0.891,Alone Together - Rudy Van Gelder Remaster 2006,Kenny Dorham,Sad
0.671,0.591,127.359,0.742,0.794,0.00441,Song For My Father,Horace Silver,Happy
0.0422,0.397,130.436,0.519,0.966,0.929,My Romance - Remastered 2006,Gene Ammons,Sad
0.113,0.738,95.063,0.659,0.976,0.88,Body and Soul,Coleman Hawkins,Neutral
0.159,0.196,59.385,0.505,0.946,0.0127,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,Stanley Turrentine,Sad
0.0917,0.0836,95.068,0.517,0.876,0.629,Where We Used to Live,Esbjörn Svensson Trio,Sad
0.195,0.0778,133.918,0.412,0.9,0.709,Ruby My Dear,Roy Hargrove,Sad
0.42,0.517,147.143,0.417,0.186,0.00111,Giant Steps - 2020 Remaster,John Coltrane,Neutral
0.273,0.321,63.423,0.517,0.866,0.774,Besame Mucho,Dave Brubeck,Sad
0.237,0.178,126.222,0.477,0.947,0.901,It Ain't Necessarily So,Mary Lou Williams,Sad
0.126,0.216,133.998,0.234,0.989,0.896,"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude","Johann Sebastian Bach, Lang Lang",Sad
0.0306,0.118,125.61,0.289,0.987,0.911,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""","Ludwig van Beethoven, Igor Levit",Sad
0.0161,0.0573,128.143,0.169,0.986,0.86,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",Sad
0.0336,0.0516,67.359,0.0939,0.927,0.83,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande","George Frideric Handel, Alexander Briger, Academy of St. Martin in the Fields",Sad
0.00501,0.0383,68.947,0.32,0.993,0.919,"Suite bergamasque, L. 75: III. Clair de lune","Claude Debussy, Alice Sara Ott",Sad
0.00579,0.0369,71.827,0.376,0.996,0.944,Gnossienne No. 1,"Erik Satie, Alena Cherny",Sad
0.256,0.134,90.072,0.168,0.932,0.175,Tales of Hoffmann: Barcarolle,"Jacques Offenbach, Arthur Fiedler, Boston Pops Orchestra",Sad
0.0523,0.0327,82.015,0.0783,0.896,0.945,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,"Gustav Mahler, Daniel Barenboim, Chicago Symphony Orchestra",Sad
